Ref,Period,Ref_Period,"Cash, Demand & Fixed Deposits",Cash and Demand Deposits,Commercial Paper and Corporate Bonds,Fixed and Time Deposits,Guaranteed Funds,Immovable Property,Kenya Government Securities,Offshore Investments,Property Unit Trusts,Quoted Equity,Unquoted Equity,"Cash, Demand & Fixed Deposits - Income",Commercial Paper and Corporate Bonds - Income,Fixed and Time Deposits - Income,Guaranteed Funds - Income,Immovable Property - Income,Kenya Government Securities - Income,Offshore Investments - Income,Property Unit Trusts - Income,Quoted Equity - Income,Unquoted Equity - Income,"Cash, Demand & Fixed Deposit- RR",Commercial Paper and Corporate Bonds - RR,Guaranteed Funds - RR,Immovable Property - RR,Kenya Government Securities - RR,Offshore Investments - RR,Property Unit Trusts - RR,Quoted Equity - RR,Unquoted Equity - RR
1046,Dec-16,1046 42705,0,0,0,0,206240562,0,0,0,0,0,0,0,0,0,13124860,0,0,0,0,0,0,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00
1046,Jun-17,1046 42887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1046,Dec-17,1046 43070,0,0,0,0,235649805,0,0,0,0,0,0,0,0,0,19939564,0,0,0,0,0,0,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00
1046,Dec-18,1046 43435,0,0,0,0,280324390,0,0,0,0,0,0,0,0,0,25192709,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1046,Dec-19,1046 43800,0,0,0,0,292625608,0,0,0,0,0,0,0,0,0,28277203,0,0,0,0,0,0,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
1046,Dec-20,1046 44166,0,0,0,0,320327261,0,0,0,0,0,0,0,0,0,29543395,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1046,Dec-21,1046 44531,0,0,0,0,350826376,0,0,0,0,0,0,0,0,0,31763190,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1046,Jun-22,1046 44713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1046,Dec-22,1046 44896,0,0,0,0,405332376,0,0,0,0,0,0,0,0,0,34580520,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1048,Dec-13,1048 41609,5945194,445194,0,5500000,0,0,31013888,0,0,6574797,0,362831,307217,0,0,0,3439668,0,0,195984,0,0.06,0.00,0.00,0.00,0.11,0.00,0.00,0.03,0.00
1048,Dec-14,1048 41974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1048,Dec-15,1048 42339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1048,Jun-16,1048 42522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1048,Dec-16,1048 42705,8980892,1080892,0,7900000,0,0,40931187,0,0,5376139,0,235601,-341442,0,0,0,5276018,0,0,362995,0,0.03,0.00,0.00,0.00,0.13,0.00,0.00,0.07,0.00
1048,Dec-17,1048 43070,0,0,0,0,0,0,45071376,0,0,9451766,0,615366,25305,0,0,0,5170042,0,0,478520,0,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.05,0.00
1048,Dec-18,1048 43435,24181364,0,0,24181364,0,0,47777200,0,0,21204157,0,1381662,40968,0,0,0,5498189,0,0,713875,0,0.06,0.00,0.00,0.00,0.12,0.00,0.00,0.03,0.00
1048,Dec-19,1048 43800,0,0,0,0,0,0,60189518,0,0,23085395,0,643183,17530,0,0,0,6262525,0,0,1306846,0,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.06,0.00
1048,Dec-20,1048 44166,0,0,0,0,0,0,74702288,0,0,23154953,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1048,Jun-21,1048 44348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1048,Dec-21,1048 44531,4525116,25116,0,4500000,0,0,65075527,0,0,22007111,0,358992,0,0,0,0,6487933,0,0,649288,0,0.08,0.00,0.00,0.00,0.10,0.00,0.00,0.03,0.00
1048,Dec-22,1048 44896,2200000,0,0,2200000,0,0,72520748,0,0,18718267,0,389930,13733,0,0,0,8380240,0,0,1233338,0,0.18,0.00,0.00,0.00,0.12,0.00,0.00,0.07,0.00
1052,Dec-13,1052 41609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1052,Mar-14,1052 41699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1052,Dec-14,1052 41974,11556329,0,2369332,11556329,0,0,28870419,2093679,0,19937331,0,929551,453153,0,0,0,3053242,0,0,636973,0,0.08,0.19,0.00,0.00,0.11,0.00,0.00,0.03,0.00
1052,Dec-15,1052 42339,15199221,194818,4112225,15004403,0,0,30840285,2478420,0,18033556,0,1866848,415813,0,0,0,1469256,0,0,732603,0,0.12,0.10,0.00,0.00,0.05,0.00,0.00,0.04,0.00
1052,Jun-16,1052 42522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1052,Dec-16,1052 42705,2100747,1098692,4109199,1002055,0,0,55812901,2423485,0,16493893,0,1047365,442904,0,0,0,5095027,0,0,1045325,0,0.50,0.11,0.00,0.00,0.09,0.00,0.00,0.06,0.00
1052,Dec-17,1052 43070,0,0,4731403,0,0,0,66896006,3098665,0,24698208,0,262664,492809,0,0,0,6834187,0,0,943750,0,0.00,0.10,0.00,0.00,0.10,0.00,0.00,0.04,0.00
1052,Dec-18,1052 43435,4066071,0,4313472,4066071,0,0,78652950,3000311,0,21209403,0,224562,518598,0,0,0,7882404,0,0,1069225,0,0.06,0.12,0.00,0.00,0.10,0.00,0.00,0.05,0.00
1052,Dec-19,1052 43800,23406337,640737,1964928,22765600,0,0,79913680,1970215,0,29651271,0,968494,388769,0,0,0,8355972,0,0,1581938,0,0.04,0.20,0.00,0.00,0.10,0.00,0.00,0.05,0.00
1052,Dec-20,1052 44166,9711762,702605,622190,9009157,0,0,101044211,3028029,0,37697357,0,706428,127631,0,0,0,10639996,0,0,1207558,0,0.07,0.21,0.00,0.00,0.11,0.00,0.00,0.03,0.00
1052,Dec-21,1052 44531,1000219,1000219,653854,0,0,0,100868131,5527759,0,34956944,0,224392,55394,0,0,0,10352994,0,0,884319,0,0.22,0.08,0.00,0.00,0.10,0.00,0.00,0.03,0.00
1052,Dec-22,1052 44896,2509554,0,654035,2509554,0,0,109518422,3854077,0,37492058,0,105713,78579,0,0,0,12808420,0,0,2130846,0,0.04,0.12,0.00,0.00,0.12,0.00,0.00,0.06,0.00
1053,Dec-13,1053 41609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1053,Jun-14,1053 41791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1053,Dec-14,1053 41974,0,0,0,0,40379174,0,0,0,0,0,0,0,0,0,5382125,0,0,0,0,0,0,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00
1053,Jun-15,1053 42156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1053,Dec-15,1053 42339,0,0,0,0,42657336,0,0,0,0,0,0,0,0,0,5500181,0,0,0,0,0,0,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00
1053,Jun-16,1053 42522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1053,Dec-16,1053 42705,0,0,0,0,16256050,0,0,0,0,0,0,0,0,0,1616998,0,0,0,0,0,0,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
1053,Dec-17,1053 43070,0,0,0,0,41536571,0,0,0,0,0,0,0,0,0,4234129,0,0,0,0,0,0,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
1053,Dec-18,1053 43435,0,0,0,0,41140732,0,0,0,0,0,0,0,0,0,4273913,0,0,0,0,0,0,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
1053,Dec-19,1053 43800,0,0,0,0,34746339,0,0,0,0,0,0,0,0,0,3564758,0,0,0,0,0,0,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
1053,Dec-20,1053 44166,0,0,0,0,32756909,0,0,0,0,0,0,0,0,0,3295927,0,0,0,0,0,0,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
1053,Dec-21,1053 44531,0,0,0,0,35087782,0,0,0,0,0,0,0,0,0,3428543,0,0,0,0,0,0,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
1053,Dec-22,1053 44896,0,0,0,0,30871572,0,0,0,0,0,0,0,0,0,2977851,0,0,0,0,0,0,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
1054,Dec-13,1054 41609,0,0,0,0,43756407,0,0,0,0,0,0,0,0,0,5365469,0,0,0,0,0,0,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00
1054,Dec-14,1054 41974,0,0,0,0,56071295,0,0,0,0,0,0,0,0,0,6817452,0,0,0,0,0,0,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00
1054,Dec-15,1054 42339,0,0,0,0,65505378,0,0,0,0,0,0,0,0,0,8064564,0,0,0,0,0,0,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00
1054,Jun-16,1054 42522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1054,Dec-16,1054 42705,0,0,0,0,78205783,0,0,0,0,0,0,0,0,0,7835645,0,0,0,0,0,0,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
1054,Jun-17,1054 42887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1054,Dec-17,1054 43070,0,0,0,0,99684460,0,0,0,0,0,0,0,0,0,9321178,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1054,Dec-18,1054 43435,0,0,0,0,103072791,0,0,0,0,0,0,0,0,0,9992258,0,0,0,0,0,0,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
1054,Dec-19,1054 43800,0,0,0,0,126083722,0,0,0,0,0,0,0,0,0,11789898,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1054,Dec-20,1054 44166,0,0,0,0,153069691,0,0,0,0,0,0,0,0,0,14033841,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1054,Jun-21,1054 44348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1054,Dec-21,1054 44531,0,0,0,0,177893151,0,0,0,0,0,0,0,0,0,16626719,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1054,Dec-22,1054 44896,0,0,0,0,196418295,0,0,0,0,0,0,0,0,0,18398512,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1055,Dec-13,1055 41609,29533860,0,9755035,29533860,0,0,154095499,21411270,0,105470981,0,1462515,1171784,0,0,0,18359126,435577,0,2992558,0,0.05,0.12,0.00,0.00,0.12,0.02,0.00,0.03,0.00
1055,Dec-14,1055 41974,42580540,0,20088496,42580540,0,0,172142888,23556614,0,117372516,1651683,4687433,1867170,0,0,0,17582437,11176,0,3935246,0,0.11,0.09,0.00,0.00,0.10,0.00,0.00,0.03,0.00
1055,Dec-15,1055 42339,66979130,0,24373578,66979130,0,0,176184634,27587821,0,99996718,1909807,7965705,2713945,0,0,0,19619690,13194,0,4183274,0,0.12,0.11,0.00,0.00,0.11,0.00,0.00,0.04,0.00
1055,Apr-16,1055 42461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1055,Jun-16,1055 42522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1055,Dec-16,1055 42705,6542822,0,24368564,6542822,0,0,277919867,27152547,0,86984661,0,6286170,2839254,0,0,0,26249591,17485,0,5584883,0,0.96,0.12,0.00,0.00,0.09,0.00,0.00,0.06,0.00
1055,Dec-17,1055 43070,21619432,0,10173977,21619432,0,0,193095282,16420826,0,82227746,0,1610011,3216383,0,0,0,23418641,8145,0,4861240,0,0.07,0.32,0.00,0.00,0.12,0.00,0.00,0.06,0.00
1055,Jun-18,1055 43252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1055,Dec-18,1055 43435,17470028,0,8909828,17470028,0,0,202123319,15692985,0,66054946,0,1226493,1005794,0,0,0,21607838,0,0,3471482,0,0.07,0.11,0.00,0.00,0.11,0.00,0.00,0.05,0.00
1055,Dec-19,1055 43800,33204206,0,2824965,33204206,0,0,186472815,9629642,0,81181033,0,1731185,651601,0,0,0,20683588,0,0,4282554,0,0.05,0.23,0.00,0.00,0.11,0.00,0.00,0.05,0.00
1055,Dec-20,1055 44166,8013356,0,0,8013356,0,0,204520747,14799825,0,95319003,0,1090335,276876,0,0,0,23016680,0,0,3119097,0,0.14,0.00,0.00,0.00,0.11,0.00,0.00,0.03,0.00
1055,Jun-21,1055 44348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1055,Dec-21,1055 44531,6002795,0,950066,6002795,0,0,236479510,16288762,0,104120420,0,413617,20031,0,0,0,26101674,0,0,4539513,0,0.07,0.02,0.00,0.00,0.11,0.00,0.00,0.04,0.00
1055,Dec-22,1055 44896,7010849,7010849,950379,0,0,0,249666343,11663772,0,93769766,0,458350,114238,0,0,0,30123345,0,0,6115639,0,0.07,0.12,0.00,0.00,0.12,0.00,0.00,0.07,0.00
1058,Dec-13,1058 41609,0,0,0,0,102577291,0,0,0,0,0,0,0,0,0,9743055,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1058,Dec-14,1058 41974,0,0,0,0,126714422,0,0,0,0,0,0,0,0,0,8515372,0,0,0,0,0,0,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00
1058,Jan-15,1058 42005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1058,Dec-15,1058 42339,0,0,0,0,149833312,0,0,0,0,0,0,0,0,0,5904882,0,0,0,0,0,0,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00
1058,Jun-16,1058 42522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1058,Dec-16,1058 42705,0,0,0,0,163604856,0,0,0,0,0,0,0,0,0,6808292,0,0,0,0,0,0,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00
1058,Dec-17,1058 43070,0,0,0,0,197515690,0,0,0,0,0,0,0,0,0,15509001,0,0,0,0,0,0,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00
1058,Dec-18,1058 43435,0,0,0,0,193729368,0,0,0,0,0,0,0,0,0,10566000,0,0,0,0,0,0,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00
1058,Dec-19,1058 43800,0,0,0,0,184772639,0,0,0,0,0,0,54369,0,0,21396653,0,0,0,0,0,0,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00
1058,Jun-20,1058 43983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1058,Dec-20,1058 44166,0,0,0,0,192354649,0,0,0,0,0,0,167258,0,0,10876037,0,0,0,0,0,0,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00
1058,Dec-21,1058 44531,0,0,0,0,209572724,0,0,0,0,0,0,71653,0,0,18924634,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1058,Dec-22,1058 44896,0,0,0,0,221691303,0,0,0,0,0,0,8079,0,0,17543573,0,0,0,0,0,0,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00
1060,Dec-13,1060 41609,0,0,0,0,58968364,0,0,0,0,0,0,0,0,0,6921495,0,0,0,0,0,0,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00
1060,Jun-14,1060 41791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1060,Dec-14,1060 41974,0,0,0,0,62061206,0,0,0,0,0,0,0,0,0,6437265,0,0,0,0,0,0,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
1060,Dec-15,1060 42339,0,0,0,0,66332431,0,0,0,0,0,0,0,0,0,4872492,0,0,0,0,0,0,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00
1060,Jul-16,1060 42552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1060,Dec-16,1060 42705,0,0,0,0,74093608,0,0,0,0,0,0,0,0,0,5880451,0,0,0,0,0,0,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00
1060,Dec-17,1060 43070,0,0,0,0,69414312,0,0,0,0,0,0,0,0,0,7286200,0,0,0,0,0,0,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00
1060,Dec-18,1060 43435,0,0,0,0,68519190,0,0,0,0,0,0,0,0,0,4863311,0,0,0,0,0,0,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00
1060,Jun-19,1060 43617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1060,Dec-19,1060 43800,0,0,0,0,77505248,0,0,0,0,0,0,0,0,0,6630101,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1060,Dec-20,1060 44166,0,0,0,0,85600117,0,0,0,0,0,0,0,0,0,6848440,0,0,0,0,0,0,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00
1060,Jun-21,1060 44348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1060,Dec-21,1060 44531,0,0,0,0,96833997,0,0,0,0,0,0,0,0,0,8766108,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1060,Dec-22,1060 44896,0,0,0,0,108015975,0,0,0,0,0,0,0,0,0,9260060,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1061,Dec-14,1061 41974,1543488,143488,0,1400000,0,0,9678629,0,0,3973433,0,112759,0,0,0,0,994214,0,0,78016,0,0.07,0.00,0.00,0.00,0.10,0.00,0.00,0.02,0.00
1061,Dec-15,1061 42339,1492917,392917,0,1100000,0,0,10065526,0,0,3341135,0,75948,0,0,0,0,1104203,0,0,94565,0,0.05,0.00,0.00,0.00,0.11,0.00,0.00,0.03,0.00
1061,Jul-16,1061 42552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1061,Dec-16,1061 42705,2150000,0,0,2150000,0,0,9659010,0,0,2400671,0,36999,0,0,0,0,1139357,0,0,109456,0,0.02,0.00,0.00,0.00,0.12,0.00,0.00,0.05,0.00
1061,Mar-17,1061 42795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1061,Dec-17,1061 43070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1061,Dec-18,1061 43435,3397303,0,0,3397303,0,0,9334370,0,0,4251164,0,165201,0,0,0,0,0,0,0,199570,0,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00
1061,Mar-19,1061 43525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1061,Dec-19,1061 43800,0,0,0,0,12644775,0,0,0,0,0,0,29347,0,0,732223,0,422291,0,0,130709,0,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00
1061,Dec-20,1061 44166,0,0,0,0,13775864,0,0,0,0,0,0,0,0,0,1019409,0,0,0,0,0,0,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00
1061,Dec-21,1061 44531,0,0,0,0,14633549,0,0,0,0,0,0,0,0,0,1253727,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1061,Jun-22,1061 44713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1061,Dec-22,1061 44896,0,0,0,0,15714116,0,0,0,0,0,0,0,0,0,957790,0,0,0,0,0,0,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00
1065,Dec-13,1065 41609,0,0,0,0,133782701,0,0,0,0,0,0,0,0,0,18718593,0,0,0,0,0,0,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00
1065,Dec-14,1065 41974,0,0,0,0,165038321,0,0,0,0,0,0,0,0,0,23004497,0,0,0,0,0,0,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00
1065,Jun-15,1065 42156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1065,Dec-15,1065 42339,0,0,0,0,180761199,0,0,0,0,0,0,0,0,0,13054321,0,0,0,0,0,0,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00
1065,Sep-16,1065 42614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1065,Dec-16,1065 42705,0,0,0,0,204871504,0,0,0,0,0,0,0,0,0,15965906,0,0,0,0,0,0,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00
1065,Dec-17,1065 43070,0,0,0,0,250731986,0,0,0,0,0,0,0,0,0,21564449,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1065,Dec-18,1065 43435,0,0,0,0,255560508,0,0,0,0,0,0,0,0,0,15128730,0,0,0,0,0,0,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00
1065,Dec-19,1065 43800,0,0,0,0,313111254,0,0,0,0,0,0,0,0,0,26721703,0,0,0,0,0,0,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00
1065,Mar-20,1065 43891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1065,Dec-20,1065 44166,0,0,0,0,322452108,0,0,0,0,0,0,0,0,0,19124403,0,0,0,0,0,0,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00
1065,Jun-21,1065 44348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1065,Dec-21,1065 44531,0,0,0,0,174008307,0,0,0,0,0,0,0,0,0,28235119,0,0,0,0,0,0,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00
1069,Jun-15,1069 42156,483471454,0,1334262981,483471454,0,1979804665,3582613447,11263687,0,2234212523,0,81188080,138597689,0,0,0,194514939,304945,0,97674162,0,0.17,0.10,0.00,0.00,0.05,0.03,0.00,0.04,0.00
1069,Jan-17,1069 42736,740370712,0,1337875557,740370712,0,2051665222,6338098780,787017,0,1985597040,0,34730258,119652585,0,0,0,694286983,56853,0,224601628,0,0.05,0.09,0.00,0.00,0.11,0.07,0.00,0.11,0.00
1069,Jun-18,1069 43252,233000000,0,1138276663,233000000,0,2164777605,7030571419,787016,0,3299390127,0,53898170,69362983,0,0,0,880321291,0,0,171507857,0,0.23,0.06,0.00,0.00,0.13,0.00,0.00,0.05,0.00
1069,Jun-19,1069 43617,481300000,0,884675328,481300000,0,2144777605,8188617273,787016,0,3454907929,0,31671263,34348370,0,0,0,860298663,0,0,134281865,0,0.07,0.04,0.00,0.00,0.11,0.00,0.00,0.04,0.00
1069,Jun-20,1069 43983,675448280,0,221232967,675448280,0,3209444546,10737102877,0,0,3304086042,0,43783899,44768319,0,0,0,1214283274,0,0,206117057,0,0.06,0.20,0.00,0.00,0.11,0.00,0.00,0.06,0.00
1069,Jun-21,1069 44348,392260553,0,0,392260553,0,3168444546,12477089138,0,0,4265242437,0,41077501,5779533,0,0,0,1303771114,0,0,190510405,0,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.04,0.00
1069,Jun-22,1069 44713,327091022,0,92247180,327091022,0,3171295909,12807386865,0,0,3130910942,0,20429420,1967110,0,0,0,1562604767,0,0,161364301,0,0.06,0.02,0.00,0.00,0.12,0.00,0.00,0.05,0.00
107,Jun-16,107 42522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,Jun-17,107 42887,2118304000,63215000,1608477000,2055089000,0,5772331000,7976489000,208816000,0,9932356000,0,59385000,147313000,0,0,251899000,1200539000,0,0,454873000,0,0.03,0.09,0.00,0.04,0.15,0.00,0.00,0.05,0.00
107,Dec-17,107 43070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
